Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-76,Elbe Finance - Analytics & BI,ACC-10284,Elbe Finance S.p.A.,Marco Rossi,Data & AI,Analytics & BI,closed lost,0%,285 000,EUR,2024-04-18,2024-11-03,2024-05-03,,Event / Webinar,2024-05-03,2024-05-03 17:00:00
OPP-454,Olympia Energy - DevOps & Platform Engineering,ACC-10037,Olympia Energy Ltd,"Hughes, Oliver",Cloud & Infrastructure,DevOps & Platform Engineering,Won,100%,256 000,GBP,2024-07-06,2024-11-16,2024-09-30,,Inbound,2024-09-30,2024-09-30 22:23:03
OPP-372,Vektor Brands - Application Support,ACC-10220,VEKTOR BRANDS S.L.,Paolo Conti,ERP,Application Support,Closed Lost,0,504000,EUR,19/06/2024,2024-11-26,2024-06-27,no budget,Hyperscaler Co-sell,2024-06-27,2024-06-27 17:00:00
OPP-493,Cygnus Bank - Analytics & BI,ACC-10648,Cygnus Bank Ltd,Ethan Clarke,Data and AI,Analytics & BI,Closed Lost,0,37900,GBP,2024-07-14,2024-11-24,2024-08-09,No Decision / Stalled,Inbound,2024-08-09,2024-08-09 20:24:44
OPP-944,Solvik Consumer - Cloud Migration,ACC-10633,Solvik Consumer SAS,Chloé Martin,Cloud & Infrastructure,Cloud Migration,Lost,0,"€479,500",EUR,2024-10-21,2025-05-20,2024-12-03,Doing in-house,Existing Customer (Upsell),2024-12-03,2024-12-03 17:00:00
OPP-292,Arcadia Renewables - AI & GenAI Solutions,ACC-10625,Arcadia Renewables SA,Hugo Laurent,DATA & AI,AI & GenAI Solutions,Closed Lost,0%,312000,eur,2024-06-02,20/12/2024,2024-06-05,Not a Fit,Referral,2024-06-05,2024-06-05 17:00:00
OPP-178,Elbe Consumer - Salesforce Implementation,ACC-10440,Elbe Consumer SA,Camille Bernard,ERP & Business Apps,Salesforce Implementation,Closed Lost,0%,"€107,000",EUR,2024-05-09,2024-08-28,2024-11-04,No Decision / Stalled,Event / Webinar,2024-11-04,2024-11-04 17:00:00
OPP-465,Meridian Grid - Managed Cloud Services,ACC-10558,Meridian Grid AB,Freja Nielsen,Cloud & Infrastructure,Managed Cloud Services,5 - Closed Won,100,"2,652,400.00",SEK,2024-07-09,2024-09-08,2024-11-12,,Inbound - Website,2024-11-12,2024-11-12 17:00:00
OPP-26,Estrella Assurance - Managed SOC,ACC-10473,ESTRELLA ASSURANCE SP. Z O.O.,Jan Kowalski,Cybersecurity,Managed SOC,Closed Won,100,636600,PLN,2024-04-06,2024-10-19,2024-06-25,,Outbound - SDR,2024-06-25,2024-06-25 17:00:00
OPP-843,Danubia Renewables - Managed Cloud Services,ACC-10446,Danubia Renewables ApS,Freja Nielsen,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100%,2714000,DKK,2024-09-28,2025-01-19,2025-01-13,,Outbound - SDR,2025-01-13,2025-01-13 17:00:00
OPP-118,Fontaine Retail - Cloud Migration,ACC-10128,Fontaine Retail Lda,Mateo López,CLOUD,Cloud Migration,Closed Won,100,81500,EUR,2024-04-27,2024-09-27,2024-07-23,,Outbound,2024-07-23,2024-07-23 23:42:02
OPP-850,Karlsson Renewables - AI & GenAI Solutions,ACC-10489,Karlsson Renewables N.V.,Emma de Vries,Data & AI,AI & GenAI Solutions,Closed Won,100,139500,EUR,2024-09-30,2025-01-13,2025-01-13,,AWS/Azure Co-sell,2025-01-13,2025-01-13 17:00:00
OPP-972,Estrella Invest - Cloud Migration,ACC-10088,Estrella Invest Ltd,Oliver Hughes,CLOUD,Cloud Migration,Closed Won,100,97000,EUR,2024-10-27,2025-04-21,2025-03-14,,Inbound - Website,2025-03-14,2025-03-14 23:33:50
OPP-170,Delta Industries - Security Assessment,ACC-10079,Delta Industries SAS,David Moreau,Cybersecurity,Security Assessment,Lost,0%,10500,eur,2024-05-07,2024-09-11,2024-05-21,No Decision / Stalled,Partner Referral,21/05/2024,2024-05-21 17:00:00
OPP-180,Brightwater Industries - Salesforce Implementation,ACC-10669,Brightwater Industries A/S,Sven Johansson,ERP & Business Apps,Salesforce Implementation,closed lost,0,1024300,DKK,2024-05-09,2024-08-17,2024-10-03,No decision,Outbound - SDR,2024-10-03,2024-10-03 17:08:57
OPP-467,Stellaris Biotech - AI & GenAI Solutions,ACC-10478,Stellaris Biotech Ltd,Niamh Walsh,Data and AI,AI & GenAI Solutions,Closed Lost,0,266300,GBP,2024-07-10,2024-10-18,2024-09-22,No Budget,Event / Webinar,2024-09-22,2024-09-22 22:19:58
OPP-960,Noord Components - Cloud Migration,ACC-10460,Noord Components Sp. z o.o.,Tomáš Novák,Cloud & Infrastructure,Cloud Migration,closed lost,0%,2913100,PLN,2024-10-23,2024-12-21,2024-12-06,,Outbound - SDR,2024-12-06,2024-12-06 17:00:00
OPP-587,Estrella Motorenwerk - Managed Cloud Services,ACC-10542,Estrella Motorenwerk Ltd,Oliver Hughes,Cloud & Infra,Managed Cloud Services,Closed Lost,0,199800,,2024-08-02,2024-12-07,2024-08-31,,Inbound - Website,31/08/2024,2024-08-31 23:07:26
OPP-308,Oakridge Institute - Managed Cloud Services,ACC-10624,Oakridge Institute SA,Pieter Janssens,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0%,530000,EUR,2024-06-07,2024-10-06,2024-10-30,,Event / Webinar,2024-10-30,2024-10-30 17:00:00
OPP-107,Vektor Finance - Managed Cloud Services,ACC-10392,Vektor Finance SAS,Chloé Martin,CLOUD,Managed Cloud Services,Closed Lost,0,364000,EUR,2024-04-25,2024-08-30,2025-03-02,Too expensive,Referral,2025-03-02,2025-03-02 17:00:00
OPP-238,Corvina Precision - DevOps & Platform Engineering,ACC-10251,Corvina Precision AG,Lukas Schneider,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,35500,EUR,2024-05-23,2024-10-08,2025-01-22,Lost to Competitor,Referral,2025-01-22,2025-01-22 17:00:00
OPP-102,Hansa Bank - Security Assessment,ACC-10555,Hansa Bank SA,David Moreau,Cybersecurity,Security Assessment,Closed Won,100,50 000,EUR,2024-04-23,2024-10-29,2024-09-25,,Referral,2024-09-25,2024-09-25 17:00:00
OPP-632,Dunmore Medical - DevOps & Platform Engineering,ACC-10024,Dunmore Medical Ltd,Oliver Hughes,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0%,208100,GBP,2024-08-13,2024-12-05,2024-10-10,Price,Outbound,2024-10-10,2024-10-10 17:00:00
OPP-155,Juniper Precision - Data Platform Modernisation,ACC-10419,JUNIPER PRECISION LTD,Niamh Walsh,Data and AI,Data Platform Modernisation,Closed Won,100,188300,GBP,2024-05-03,2024-08-02,2024-08-14,,Event / Webinar,2024-08-14,2024-08-14 17:00:00
OPP-853,Iberia Institute - Cloud Migration,ACC-10359,Iberia Institute Sp. z o.o.,Tomáš Novák,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,133 000,EUR,2024-09-30,2025-01-24,17/04/2025,Not a Fit,Partner,2025-04-17,2025-04-17 23:40:26
OPP-138,Cygnus Institute - Security Assessment,ACC-10511,Cygnus Institute S.A.,Jan Kowalski,cybersecurity,Security Assessment,closed lost,0,453000,PLN,2024-05-01,2024-10-16,2024-11-30,Price,SDR,2024-11-30,2024-11-30 17:00:00
OPP-315,Meridian Clinics - Managed SOC,ACC-10496,Meridian Clinics ASA,Sara Andersson,Cybersecurity,Managed SOC,Closed Lost,0,8513800,NOK,2024-06-08,2024-10-05,2024-10-24,,Inbound - Website,2024-10-24,2024-10-24 17:00:00
OPP-188,Alpenkraft Telecom - DevOps & Platform Engineering,ACC-10083,Alpenkraft Telecom B.V.,Pieter Janssens,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,,102500,EUR,2024-05-12,2024-07-21,2024-06-19,,Inbound - Website,2024-06-19,2024-06-19 22:48:39
OPP-108,Silverline Public Services - Data Platform Modernisation,ACC-10085,Silverline Public Services GmbH,Anna Müller,Data and AI,Data Platform Modernisation,closed won,100%,837500,EUR,2024-04-25,2024-07-31,31/10/2024,,SDR,2024-10-31,2024-10-31 19:21:33
OPP-445,Gallway Agency - Application Support,ACC-10003,Gallway Agency SA,Camille Bernard,ERP,Application Support,Closed Lost,0,94500,EUR,2024-07-05,2024-11-14,2024-08-15,No fit,SDR,2024-08-15,2024-08-15 17:00:00
OPP-592,Lumen Components - DevOps & Platform Engineering,ACC-10524,Lumen Components S.A.,Tomáš Novák,Cloud & Infra,DevOps & Platform Engineering,Closed Lost,0,131500,EUR,2024-08-03,2024-12-27,2024-12-08,PRICE,Event / Webinar,2024-12-08,2024-12-08 17:00:00
OPP-160,Vistula Finance - AI & GenAI Solutions,ACC-10439,Vistula Finance Ltd,Ethan Clarke  ,Data & AI,AI & GenAI Solutions,closed lost,0,"170,500.00",GBP,2024-05-04,2024-09-12,2024-05-11,Not a Fit,Partner Referral,2024-05-11,2024-05-11 22:58:02
OPP-171,Olympia Components - Identity & Access Management,ACC-10307,Olympia Components Sp. z o.o.,Jan Kowalski,Cybersecurity,Identity & Access Management,Closed Lost,0,306200,pln,2024-05-07,2024-09-15,2024-06-30,Not a Fit,Outbound - SDR,2024-06-30,2024-06-30 17:00:00
OPP-500,Novara Automotive - Data Platform Modernisation,ACC-10193,Novara Automotive plc,Niamh Walsh,Data & AI,Data Platform Modernisation,Closed Lost,0,67200,GBP,2024-07-16,2024-10-07,27/07/2024,Not a Fit,Existing Customer (Upsell),2024-07-27,2024-07-27 17:00:00
OPP-422,Estrella Consumer - Security Assessment,ACC-10458,Estrella Consumer SA,David Moreau,Cyber Security,Security Assessment,Won,100,"32,000.00",EUR,2024-06-30,2024-11-15,2024-11-18,,Partner,2024-11-18,2024-11-18 17:00:00
OPP-504,Saxon Motorenwerk - Application Support,ACC-10274,Saxon Motorenwerk S.r.l.,Paolo Conti  ,ERP & Business Apps,Application Support,Negotiation/Review,95%,70000,EUR,2024-07-17,2025-01-18,,,Event / Webinar,2025-07-07,2025-07-03 13:10:48
OPP-747,Harbour Automotive - Managed SOC,ACC-10353,Harbour Automotive S.L.,Isabel Ferreira,Cybersecurity,Managed SOC,closed lost,0,"679,000.00",EUR,2024-09-09,2024-12-22,27/10/2024,,Webinar,2024-10-27,2024-10-27 17:00:00
OPP-651,Bergmann Media - Analytics & BI,ACC-10169,Bergmann Media plc,niamh walsh,Data & AI,Analytics & BI,Closed - Lost,0,62700,GBP,2024-08-17,2025-01-06,2024-08-26,,Outbound - SDR,2024-08-26,2024-08-26 17:00:00
OPP-709,Invicta Capital - AI & GenAI Solutions,ACC-10636,Invicta Capital Ltd,Ethan Clarke,Data & AI,AI & GenAI Solutions,Closed Lost,0%,49000,EUR,2024-08-31,2025-03-05,2024-11-28,Too expensive,SDR,2024-11-28,2024-11-28 17:00:00
OPP-436,Quadra Broadcast - Managed Cloud Services,ACC-10579,Quadra Broadcast Sp. z o.o.,Tomáš Novák,CLOUD,Managed Cloud Services,Closed Lost,0,1538300,PLN,2024-07-03,2024-11-18,2024-08-18,Stalled,Hyperscaler Co-sell,2024-08-18,2024-08-18 19:47:40
OPP-808,Umbria Health - Security Assessment,ACC-10158,Umbria Health Sp. z o.o.,Jan Kowalski,Cybersecurity,Security Assessment,Closed - Lost,0%,326500,EUR,2024-09-22,2024-12-27,17/10/2024,Stalled,Partner Referral,2024-10-17,2024-10-17 17:00:00
OPP-99,Rhein Automotive - Data Platform Modernisation,ACC-10196,Rhein Automotive S.r.l.,Marco Rossi,Data and AI,Data Platform Modernisation,Closed Lost,,178500,EUR,2024-04-23,2024-12-10,2024-05-21,Not a Fit,Partner Referral,2024-05-21,2024-05-21 17:00:00
OPP-781,Moselle Brands - AI & GenAI Solutions,ACC-10441,Moselle Brands SA,Hugo Laurent,Data & AI,AI & GenAI Solutions,Closed Won,100,391000,EUR,2024-09-17,2025-01-30,2025-02-18,,Partner Referral,2025-02-18,2025-02-18 21:55:52
OPP-510,Vektor Components - Application Support,ACC-10637,Vektor Components SA,camille bernard,ERP & Business Apps,Application Support,closed lost,0%,267000,EUR,2024-07-17,2024-10-24,2024-08-07,Budget,Co-sell,2024-08-07,2024-08-07 17:00:00
OPP-859,Gallway Pharma - Analytics & BI,ACC-10391,Gallway Pharma N.V.,Emma de Vries,DATA & AI,Analytics & BI,closed lost,0,34500,eur,2024-10-02,2025-02-03,2024-12-06,Stalled,Event / Webinar,2024-12-06,2024-12-06 17:00:00
OPP-65,Moselle Retail - AI & GenAI Solutions,ACC-10258,Moselle Retail Ltd,Ethan Clarke,Data & AI,AI & GenAI Solutions,Closed Lost,,267200,GBP,2024-04-15,2024-08-06,2024-05-28,No Decision / Stalled,Event / Webinar,2024-05-28,2024-05-28 20:11:12
OPP-760,Meridian Capital - Managed Cloud Services,ACC-10606,Meridian Capital B.V.,Pieter Janssens,Cloud & Infrastructure,,Lost,0,250500,EUR,2024-09-12,2024-12-28,2024-11-03,Not a Fit,Outbound - SDR,2024-11-03,2024-11-03 17:00:00
OPP-891,Zentra Shipping - Application Support,ACC-10379,ZENTRA SHIPPING A/S,Sven Johansson,ERP & Business Apps,Application Support,Won,100%,2404600,DKK,2024-10-08,2025-01-01,2024-12-26,,Event / Webinar,2024-12-26,2024-12-26 17:34:17
OPP-248,Estrella Mobility - Application Support,ACC-10413,Estrella Mobility GmbH,julia hoffmann,ERP & Apps,Application Support,Lost,0,"303,500.00",EUR,2024-05-26,2024-09-02,2024-07-23,Budget,Inbound - Website,2024-07-23,2024-07-23 17:00:00
OPP-474,Elbe Bank - Salesforce Implementation,ACC-10367,ELBE BANK SE,Julia Hoffmann,ERP and Business Applications,Salesforce Implementation,Closed Lost,0,84500,EUR,2024-07-12,2024-09-05,2024-07-15,Not a Fit,Co-sell,2024-07-15,2024-07-15 17:00:00
OPP-665,Iberia Power - Data Platform Modernisation,ACC-10076,Iberia Power SA,Hugo Laurent,Data & AI,Data Platform Modernisation,Closed Lost,0,473500,EUR,2024-08-20,2024-11-09,2025-02-08,Scope Reduced / In-house,Event / Webinar,2025-02-08,2025-02-08 18:33:25
OPP-539,Aurora Brands - Analytics & BI,ACC-10721,AURORA BRANDS S.R.L.,Marco Rossi,Data & AI,Analytics & BI,Closed Lost,0,66000,EUR,2024-07-22,2024-12-28,2024-08-03,Budget,Hyperscaler Co-sell,2024-08-03,2024-08-03 17:00:00
OPP-482,Ysolde Transport - Identity & Access Management,ACC-10654,Ysolde Transport AG,Felix Wagner,Cyber Security,Identity & Access Management,Closed Lost,0%,83000,€,2024-07-13,2024-10-10,2024-10-05,Scope Reduced / In-house,Event / Webinar,2024-10-05,2024-10-05 17:00:00
OPP-404,Fjordline Broadcast - Analytics & BI,ACC-10256,Fjordline Broadcast SAS,Hugo Laurent,Data & AI,Analytics & BI,Closed Lost,0,113000,EUR,26/06/2024,2025-01-20,2024-07-11,Not a Fit,Event / Webinar,2024-07-11,2024-07-11 17:00:00
OPP-673,Olympia Media - DevOps & Platform Engineering,ACC-10219,OLYMPIA MEDIA SP. Z O.O.,Tomáš Novák  ,Cloud and Infrastructure,DevOps & Platform Engineering,closed lost,0,396600,PLN,2024-08-22,2024-10-26,2024-09-28,Not qualified,Event / Webinar,2024-09-28,2024-09-28 17:00:00
OPP-524,Gallway Retail - Identity & Access Management,ACC-10280,Gallway Retail SAS,"Moreau, David",Cybersecurity,Identity & Access Management,Closed Lost,0,249500,EUR,2024-07-19,2024-10-03,2024-08-26,No Budget,Hyperscaler Co-sell,2024-08-26,2024-08-26 18:22:49
OPP-425,Novara Precision - Identity & Access Management,ACC-10108,Novara Precision S.r.l.,Isabel Ferreira,Cybersecurity,Identity & Access Management,Lost,0%,78500,EUR,2024-06-30,2024-10-29,2024-07-06,No Decision / Stalled,Inbound - Website,2024-07-06,2024-07-06 17:00:00
OPP-938,Gallway Foods - Security Assessment,ACC-10762,Gallway Foods AG,Felix Wagner,Cybersecurity,Security Assessment,Closed Lost,0,41800,CHF,2024-10-19,2024-12-11,2025-01-06,No Decision / Stalled,Existing Customer (Upsell),2025-01-06,2025-01-06 22:05:59
OPP-763,Jadeport Telecom - Data Platform Modernisation,ACC-10336,Jadeport Telecom B.V.,Emma de Vries,Data & AI,Data Platform Modernisation,Closed Lost,0%,205000.00,eur,2024-09-13,2025-02-09,2024-10-05,No Budget,Partner Referral,2024-10-05,2024-10-05 17:00:00
OPP-92,Dunmore Automotive - SAP S/4HANA Implementation,ACC-10316,Dunmore Automotive Ltd,Grace Thompson,ERP and Business Applications,SAP S/4HANA Implementation,closed lost,0,1353400,GBP,2024-04-21,2024-08-27,2024-05-27,No Budget,Website,2024-05-27,2024-05-27 17:00:00
OPP-69,Estrella Assurance - Analytics & BI,ACC-10473,Estrella Assurance Sp. z o.o.,Katarzyna Nowak,Data&AI,Analytics & BI,Won,100,145800,PLN,2024-04-16,2024-09-05,2024-12-03,,Outbound - SDR,2024-12-03,2024-12-03 22:09:58
OPP-943,Brightwater Assurance - Managed SOC,ACC-10410,Brightwater Assurance S.L.,Isabel Ferreira,Cybersecurity,Managed SOC,Closed - Lost,0%,260500,,2024-10-20,2025-05-07,2025-08-19,No Budget,Inbound - Website,2025-08-19,2025-08-19 17:00:00
OPP-283,Umbria Health - Analytics & BI,ACC-10158,UMBRIA HEALTH SP. Z O.O.,Katarzyna Nowak,Data & AI,,closed lost,0,852800,PLN,2024-06-01,2024-11-14,2024-07-26,Not qualified,Hyperscaler Co-sell,2024-07-26,2024-07-26 21:18:07
OPP-919,Estrella Consumer - Managed SOC,ACC-10458,Estrella Consumer SA,David Moreau,Cyber,Managed SOC,Closed Lost,0,323000,eur,2024-10-14,2025-01-10,2024-11-23,Not a Fit,Hyperscaler Co-sell,2024-11-23,2024-11-23 18:16:46
OPP-645,Quadra Retail - Analytics & BI,ACC-10503,QUADRA RETAIL SAS,hugo laurent,Data & AI,Analytics & BI,Closed Lost,0%,52000,EUR,2024-08-15,2024-12-06,2024-12-19,Timing / Postponed,Outbound - SDR,2024-12-19,2024-12-19 17:00:00
OPP-261,Karlsson Media - SAP S/4HANA Implementation,ACC-10082,Karlsson Media ASA,Sven Johansson,ERP & Apps,SAP S/4HANA Implementation,Lost,0,"14,643,600.00",NOK,2024-05-28,21/09/2024,2024-06-12,No Decision / Stalled,Event,2024-06-12,2024-06-12 17:00:00
OPP-377,Bergmann Assurance - Data Platform Modernisation,ACC-10322,Bergmann Assurance Ltd,"Walsh, Niamh",Data & AI,Data Platform Modernisation,Closed Lost,0%,276000,EUR,2024-06-20,2024-10-07,2025-01-05,No Decision / Stalled,Inbound - Website,2025-01-05,2025-01-05 17:00:00
OPP-112,Zentra Power - Identity & Access Management,ACC-10697,Zentra Power GmbH,"Wagner, Felix",cybersecurity,Identity & Access Management,Closed - Lost,0%,112000,EUR,2024-04-25,2024-07-17,2024-06-19,No Budget,Outbound - SDR,2024-06-19,2024-06-19 17:00:00
OPP-322,Alpenkraft Capital - Managed Cloud Services,ACC-10723,Alpenkraft Capital S.p.A.,Mateo López,Cloud & Infrastructure,Managed Cloud Services,closed won,100%,128500.00,EUR,2024-06-08,2025-01-03,2024-10-26,,Outbound - SDR,26/10/2024,2024-10-26 17:00:00
OPP-56,Castellan Institute - SAP S/4HANA Implementation,ACC-10178,Castellan Institute Oy,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0%,334500.00,EUR,2024-04-13,2024-09-08,2024-10-31,,Inbound,2024-10-31,2024-10-31 17:24:16
OPP-696,Rhein Renewables - Managed Cloud Services,ACC-10443,Rhein Renewables AG,Lukas Schneider,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100%,"237,500.00",EUR,2024-08-28,2024-12-25,2025-01-04,,Partner Referral,2025-01-04,2025-01-04 17:00:00
OPP-903,Riviera Shipping - Data Platform Modernisation,ACC-10228,Riviera Shipping GmbH,Anna Müller,Data and AI,Data Platform Modernisation,Closed Won,100,570500,eur,2024-10-11,2025-02-24,2025-01-17,,Inbound,2025-01-17,2025-01-17 20:47:11
OPP-883,Quadra Broadcast - Identity & Access Management,ACC-10579,Quadra Broadcast Sp. z o.o.,Jan Kowalski,Cybersecurity,Identity & Access Management,Proposal,80,196 000,EUR,2024-10-07,2024-12-15,,,Event,2025-02-22,2025-02-20 05:50:05
OPP-361,Granite Power - DevOps & Platform Engineering,ACC-10564,Granite Power N.V.,pieter janssens,CLOUD,DevOps & Platform Engineering,Closed Won,100,87000,EUR,2024-06-17,2024-11-21,2025-09-28,,Outbound - SDR,2025-09-28,2025-09-28 17:00:00
OPP-70,Westbrook Power - SAP S/4HANA Implementation,ACC-10765,WESTBROOK POWER SA,Camille Bernard,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100%,329000,€,2024-04-16,2024-06-29,2024-07-18,,Hyperscaler Co-sell,2024-07-18,2024-07-18 17:00:00
OPP-719,Tamsin Finance - AI & GenAI Solutions,ACC-10224,TAMSIN FINANCE LTD,Ethan Clarke,Data & AI,AI & GenAI Solutions,Closed - Lost,0%,145000,GBP,2024-09-01,2025-03-01,2024-12-13,Scope Reduced / In-house,Co-sell,2024-12-13,2024-12-13 19:49:32
OPP-722,Isola Stores - Managed Cloud Services,ACC-10545,Isola Stores SE,Lukas Schneider,Cloud & Infra,Managed Cloud Services,Closed Won,100,89000,EUR,2024-09-02,25/10/2024,2025-02-09,,Hyperscaler Co-sell,2025-02-09,2025-02-09 22:09:34
OPP-945,Alpenkraft Grid - Identity & Access Management,ACC-10705,Alpenkraft Grid SA,Sara Andersson,Cybersecurity,Identity & Access Management,Closed Won,100,70 500,EUR,2024-10-21,2025-02-22,2025-04-15,,Website,2025-04-15,2025-04-15 17:00:00
OPP-745,Westbrook Power - Application Support,ACC-10765,Westbrook Power SA,Camille Bernard,ERP & Business Apps,Application Support,Closed Lost,0,206500,EUR,2024-09-08,2025-03-01,2025-02-05,Budget,Hyperscaler Co-sell,2025-02-05,2025-02-05 18:34:25
OPP-967,Lusitania Health - Managed Cloud Services,ACC-10433,Lusitania Health SAS,Chloé Martin  ,Cloud & Infra,Managed Cloud Services,closed lost,0,"€169,500",EUR,2024-10-26,2025-07-05,2025-01-13,Not a Fit,Inbound - Website,2025-01-13,2025-01-13 19:09:37
OPP-896,Falkner Broadcast - Salesforce Implementation,ACC-10603,FALKNER BROADCAST SA,Lena Fischer,ERP & Business Apps,Salesforce Implementation,closed lost,0,506 900,CHF,2024-10-09,2025-02-27,04/04/2025,Timing / Postponed,Hyperscaler Co-sell,2025-04-04,2025-04-04 21:18:53
OPP-484,Kronberg Connect - Data Platform Modernisation,ACC-10689,Kronberg Connect Ltd,Ethan Clarke,Data and AI,Data Platform Modernisation,Lost,0%,610200,gbp,2024-07-13,2024-11-04,2024-11-18,Price,Event / Webinar,2024-11-18,2024-11-18 17:00:00
OPP-800,Saxon Assurance - Data Platform Modernisation,ACC-10640,Saxon Assurance Sp. z o.o.,Katarzyna Nowak,Data&AI,Data Platform Modernisation,Closed Lost,0,1081500,EUR,2024-09-20,2025-04-10,2024-09-29,No Budget,Event / Webinar,2024-09-29,2024-09-29 17:00:00
OPP-893,Lindholm Broadcast - SAP S/4HANA Implementation,ACC-10740,LINDHOLM BROADCAST S.L.,Paolo Conti  ,ERP & Apps,SAP S/4HANA Implementation,Won,100,367500,EUR,2024-10-09,2024-12-16,2025-01-30,,Outbound - SDR,2025-01-30,2025-01-30 20:12:34
OPP-933,Meridian Grid - AI & GenAI Solutions,ACC-10558,Meridian Grid AB,Mikael Lindqvist,Data & AI,AI & GenAI Solutions,Closed Won,100,5382000,SEK,2024-10-18,2024-12-15,2025-05-15,,Hyperscaler Co-sell,2025-05-15,2025-05-15 20:34:28
OPP-79,Gallway Public Services - Managed SOC,ACC-10304,Gallway Public Services plc,Tom Barker,Cybersecurity,Managed SOC,Closed Won,100%,"148,500.00",GBP,2024-04-18,2024-08-14,2024-08-25,,Hyperscaler Co-sell,2024-08-25,2024-08-25 17:52:30
OPP-28,Danubia Clinics - Application Support,ACC-10517,Danubia Clinics Oyj,Sven Johansson,ERP & Business Apps,Application Support,closed lost,0,"228,000.00",EUR,2024-04-07,2024-08-18,2024-09-08,,Outbound - SDR,2024-09-08,2024-09-08 17:00:00
OPP-975,Zentra Transport - SAP S/4HANA Implementation,ACC-10621,Zentra Transport S.A.,Lena Fischer,ERP,SAP S/4HANA Implementation,closed lost,0,2112300,PLN,2024-10-28,2025-03-02,2024-12-07,Not qualified,Event / Webinar,2024-12-07,2024-12-07 17:00:00
OPP-481,Bergmann Brands - Application Support,ACC-10060,Bergmann Brands AB,Sven Johansson,ERP & Business Apps,Application Support,Closed Lost,0,267000,EUR,2024-07-13,2024-11-06,2024-08-20,No Budget,Referral,2024-08-20,2024-08-20 18:03:17
OPP-936,Lindholm Power - Managed SOC,ACC-10471,Lindholm Power S.A.,Jan Kowalski,Cybersecurity,Managed SOC,Closed Lost,0%,796800,PLN,2024-10-19,2025-02-05,2024-12-11,Stalled,Existing Customer,2024-12-11,2024-12-11 17:00:00
OPP-362,Vektor Shipping - DevOps & Platform Engineering,ACC-10306,Vektor Shipping SAS,Chloé Martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,195000,EUR,2024-06-17,2024-10-05,2024-10-28,No Budget,Partner Referral,2024-10-28,2024-10-28 18:50:57
OPP-595,Delta Medical - Analytics & BI,ACC-10016,Delta Medical Ltd,Niamh Walsh,Data & AI,Analytics & BI,Closed - Lost,0,72300,GBP,2024-08-03,2025-02-08,2024-09-08,Not qualified,Webinar,2024-09-08,2024-09-08 20:32:14
OPP-105,Ysolde Precision - Managed SOC,ACC-10447,Ysolde Precision Sp. z o.o.,Jan Kowalski,Cybersecurity,Managed SOC,Closed Lost,0%,711600,PLN,2024-04-24,2024-07-23,2024-06-29,Not a Fit,Outbound - SDR,2024-06-29,2024-06-29 19:44:47
OPP-141,Umbria Health - Security Assessment,ACC-10158,Umbria Health Sp. z o.o.,Jan Kowalski,Cybersecurity,Security Assessment,Closed Won,100,"383,800.00",PLN,01/05/2024,2024-09-23,2025-02-25,,Webinar,2025-02-25,2025-02-25 17:00:00
OPP-427,Novara Bank - Application Support,ACC-10632,Novara Bank AB,Sven Johansson,ERP & Apps,Application Support,Closed Lost,0,3922500.00,SEK,2024-07-01,2024-09-01,2024-10-14,Not a Fit,Partner Referral,2024-10-14,2024-10-14 17:00:00
OPP-130,Moselle Clinics - Analytics & BI,ACC-10199,Moselle Clinics SAS,Hugo Laurent,Data & AI,Analytics & BI,Closed - Lost,0,34500,EUR,2024-04-30,2024-10-17,2024-05-25,Not a Fit,Website,2024-05-25,2024-05-25 17:00:00
OPP-982,Estrella Invest - SAP S/4HANA Implementation,ACC-10088,Estrella Invest Ltd,Grace Thompson,ERP,SAP S/4HANA Implementation,Won,100,"735,000.00",EUR,2024-10-31,2025-01-30,2025-01-22,,Inbound - Website,2025-01-22,2025-01-22 17:00:00
OPP-444,Westbrook Power - AI & GenAI Solutions,ACC-10417,Westbrook Power SA,Hugo Laurent,Data and AI,AI & GenAI Solutions,Closed - Lost,0%,46500,EUR,2024-07-04,2025-01-11,2024-07-14,Budget,Event,2024-07-14,2024-07-14 17:00:00
OPP-923,Cygnus Consumer - DevOps & Platform Engineering,ACC-10451,Cygnus Consumer N.V.,P. Janssens,Cloud and Infrastructure,DevOps & Platform Engineering,closed lost,0%,45500,EUR,2024-10-15,2024-12-07,27/02/2025,Competitor,Partner Referral,2025-02-27,2025-02-27 22:21:34
